order_id,order_date,customer_id,customer_name,region,product_id,product_name,category,quantity,unit_price,discount,payment_method,total_sales,profit
104,2/29/2024,1534,Dennis Burnett,West,293,Laptop,Electronics,3.00,675.17,0.2,Bank Transfer,1620.41,234.41
105,9/9/2024,1081,Sarah Jarvis,South,491,Monitor,Accessories,2.00,907.84,0.3,Bank Transfer,1270.98,183.86
106,10/12/2023,1538,Christopher Buchanan,West,301,Tablet,Electronics,5.00,54.55,0.24,Credit Card,207.29,29.99
107,1/12/2024,1862,Dr. Douglas Johnson MD,North,454,Smartphone,Accessories,1.00,342.47,0.25,Bank Transfer,256.85,37.16
108,7/21/2023,1393,Jessica Clark,East,381,Tablet,Accessories,4.00,906.20,0.25,Cash,2718.60,393.28
109,11/7/2024,1288,Kevin Carlson Jr.,West,458,Laptop,Accessories,1.00,65.60,0.25,PayPal,49.20,7.12
110,3/5/2024,1277,Kara Brown,West,249,Headphones,Accessories,2.00,783.40,0.09,Cash,1425.79,206.26
111,11/19/2024,1270,Logan Henderson,West,376,Smartphone,Electronics,1.00,1331.87,0.27,Credit Card,972.27,140.65
112,11/14/2024,1695,Jennifer Bush,West,222,Smartphone,Accessories,3.00,853.54,0.24,Credit Card,1946.07,281.52
113,2/6/2024,1275,Matthew Lee,South,214,Tablet,Electronics,2.00,580.40,0.08,Credit Card,1067.94,154.49
114,6/19/2023,1962,Aaron Williams,South,272,Tablet,Electronics,5.00,520.97,0.05,PayPal,2474.61,357.98
115,7/10/2024,1271,Hannah Garrett,West,289,Tablet,Electronics,3.00,1184.78,0.03,Cash,3447.71,498.75
116,3/8/2024,1250,Mark Ray,East,413,Smartphone,Electronics,4.00,592.45,0.24,Bank Transfer,1801.05,260.54
117,7/16/2023,1363,Lisa Barker,West,449,Headphones,Accessories,2.00,697.87,0.09,PayPal,1270.12,183.74
118,10/22/2024,1304,Kelly Christian,North,311,Smartphone,Accessories,3.00,1028.04,0.08,Cash,2837.39,410.46
119,11/21/2023,1713,Audrey Cowan,South,242,Monitor,Electronics,2.00,674.32,0.04,PayPal,1294.69,187.29
120,2/29/2024,1825,Maria Wolfe,North,320,Headphones,Electronics,5.00,259.51,0.19,Cash,1051.02,152.04
121,10/16/2023,1299,Brandon Austin,West,429,Monitor,Electronics,1.00,861.09,0.05,Bank Transfer,818.04,118.34
122,7/9/2023,1694,April Pierce,West,404,Tablet,Electronics,5.00,1293.05,0.07,Credit Card,6012.68,869.80
123,7/26/2024,1168,Craig Galloway,South,284,Laptop,Accessories,4.00,1028.00,0.18,Credit Card,3371.84,487.77
124,4/13/2024,1760,Lindsey Ritter,East,459,Headphones,Accessories,1.00,1079.03,0.05,Cash,1025.08,148.29
125,6/4/2023,1791,Dr. Lisa Lynch,East,464,Tablet,Electronics,4.00,1251.22,0.23,Cash,3853.76,557.49
126,3/9/2025,1862,John Cantrell,South,422,Laptop,Accessories,3.00,879.16,0.01,Credit Card,2611.11,377.73
127,9/19/2024,1054,Jacob Blake MD,South,385,Monitor,Electronics,5.00,1003.12,0.01,PayPal,4965.44,718.31
128,8/2/2023,1153,Cathy Randolph,South,201,Monitor,Accessories,1.00,1104.94,0.21,Credit Card,872.90,126.28
129,2/11/2025,1939,Gail Day,South,379,Smartphone,Electronics,4.00,892.51,0.24,Cash,2713.23,392.50
130,3/30/2023,1840,Deanna Smith,North,320,Tablet,Accessories,4.00,84.53,0.11,Credit Card,300.93,43.53
131,8/12/2023,1303,Michelle Hernandez,South,331,Tablet,Accessories,4.00,1461.56,0.01,Cash,5787.78,837.27
132,5/3/2023,1375,Kathleen Potter DVM,West,401,Tablet,Accessories,3.00,900.89,0.1,Bank Transfer,2432.40,351.87
133,10/1/2023,1876,Lisa Hines,West,419,Tablet,Electronics,1.00,595.00,0.16,Credit Card,499.80,72.30
134,11/10/2024,1550,Jennifer Castaneda,West,288,Headphones,Electronics,4.00,180.15,0.19,Cash,583.69,84.44
135,2/11/2025,1584,Mindy Clements,South,261,Monitor,Electronics,4.00,1209.05,0.03,Cash,4691.11,678.62
136,9/15/2024,1319,April Gray,West,402,Tablet,Electronics,5.00,396.88,0.24,Cash,1508.14,218.17
137,3/22/2023,1560,Jeff Decker,East,357,Keyboard,Electronics,4.00,976.83,0.11,Bank Transfer,3477.51,503.06
138,5/27/2024,1942,Roger Johnson,West,417,Keyboard,Accessories,5.00,1216.10,0.02,Cash,5958.89,862.02
139,4/21/2024,1722,Clarence Serrano,East,326,Monitor,Electronics,1.00,309.43,0.03,Credit Card,300.15,43.42
140,1/30/2024,1436,Lisa Pierce,South,429,Smartphone,Accessories,3.00,1183.82,0.07,Bank Transfer,3302.86,477.80
141,8/30/2024,1394,Allison Carlson,South,296,Headphones,Electronics,3.00,1278.26,0.21,Bank Transfer,3029.48,438.25
142,1/25/2025,1236,Melissa Morgan,North,223,Smartphone,Electronics,2.00,1382.13,0.07,Cash,2570.76,371.89
143,3/19/2024,1717,Debbie Parker,North,206,Headphones,Accessories,2.00,1128.12,0.2,Bank Transfer,1804.99,261.11
144,9/17/2024,1950,William Garner,North,371,Tablet,Accessories,1.00,807.67,0.07,PayPal,751.13,108.66
145,8/16/2023,1646,Tara Bishop,North,288,Headphones,Accessories,5.00,259.28,0.25,Bank Transfer,972.30,140.65
146,3/8/2025,1413,Phillip Maynard,South,232,Tablet,Accessories,1.00,981.08,0.08,PayPal,902.59,130.57
147,12/4/2023,1115,Cody Mann,South,491,Smartphone,Electronics,3.00,1207.89,0.11,Cash,3225.07,466.54
148,10/11/2024,1733,Andrew Lin,North,480,Keyboard,Accessories,5.00,773.10,0.2,Bank Transfer,3092.40,447.35
149,12/5/2023,1048,Katie Hernandez,North,458,Keyboard,Accessories,3.00,976.63,0.14,Bank Transfer,2519.71,364.50
150,2/23/2024,1400,Jeremy Gibson,West,213,Monitor,Electronics,1.00,1482.92,0.24,Bank Transfer,1127.02,163.04
151,4/21/2024,1231,Gregory Brown,South,481,Keyboard,Accessories,4.00,477.89,0.09,Credit Card,1739.52,251.64
152,5/4/2024,1366,Daniel Lee,South,475,Headphones,Electronics,2.00,945.81,0.03,Bank Transfer,1834.87,265.43
153,4/3/2024,1774,Ronald Williams MD,North,403,Smartphone,Accessories,4.00,1057.17,0.23,PayPal,3256.08,471.03
154,4/12/2024,1047,Teresa Gonzalez,East,204,Monitor,Electronics,2.00,92.15,0.14,Bank Transfer,158.50,22.93
155,8/27/2023,1137,Michele Brown,South,365,Headphones,Accessories,2.00,1086.28,0.28,Bank Transfer,1564.24,226.29
156,9/12/2024,1682,Robin Robinson,East,379,Keyboard,Accessories,3.00,284.93,0.23,Cash,658.19,95.21
157,7/5/2023,1651,Cameron Garcia,West,295,Keyboard,Accessories,4.00,1357.68,0.26,Cash,4018.73,581.36
158,5/18/2024,1443,Mario Sanchez,South,446,Laptop,Accessories,2.00,1490.91,0.13,Cash,2594.18,375.28
159,9/17/2024,1940,John Jackson,South,420,Smartphone,Electronics,1.00,318.89,0.11,Cash,283.81,41.06
160,8/22/2023,1330,Alicia Vargas MD,East,432,Smartphone,Electronics,3.00,679.87,0.22,Bank Transfer,1590.90,230.14
161,8/21/2023,1650,Christopher Foley,West,323,Laptop,Electronics,4.00,1161.80,0.23,PayPal,3578.34,517.65
162,12/1/2023,1278,Sharon Chang,South,428,Laptop,Electronics,3.00,773.27,0.1,Cash,2087.83,302.03
163,1/1/2024,1271,Kevin Patel,East,245,Tablet,Electronics,5.00,134.47,0.29,Cash,477.37,69.06
164,1/24/2024,1224,John Conner,North,445,Monitor,Accessories,5.00,574.67,0.16,Bank Transfer,2413.61,349.16
165,12/16/2024,1914,Tony Jennings,East,330,Tablet,Electronics,2.00,266.46,0.16,Cash,447.65,64.76
166,3/6/2024,1354,Donna Murphy,East,252,Headphones,Accessories,1.00,1344.41,0.06,PayPal,1263.75,182.82
167,10/13/2023,1506,Amy Johnson,West,237,Keyboard,Electronics,5.00,331.86,0.21,Credit Card,1310.85,189.63
168,8/2/2023,1166,Alexis Williams,East,299,Keyboard,Accessories,4.00,1049.52,0.15,PayPal,3568.37,516.20
169,5/30/2023,1015,Joshua Lee,South,255,Laptop,Electronics,2.00,1038.99,0.28,Bank Transfer,1496.15,216.43
170,5/5/2024,1910,William Rivas,South,412,Laptop,Accessories,4.00,1087.86,0.21,Credit Card,3437.64,497.29
171,12/10/2024,1035,Christopher Brown,South,341,Laptop,Accessories,5.00,1471.83,0.03,Credit Card,7138.38,1032.65
172,11/14/2024,1153,Adam Marshall,West,233,Headphones,Electronics,5.00,536.83,0.22,Cash,2093.64,302.87
173,9/13/2024,1323,Melissa Knapp,South,355,Monitor,Electronics,4.00,1195.71,0.25,PayPal,3587.13,518.92
174,6/18/2023,1916,Mr. Joel Conley Jr.,North,453,Headphones,Electronics,2.00,735.09,0,Credit Card,1470.18,212.68
175,5/17/2023,1962,David Kramer DDS,North,344,Laptop,Accessories,2.00,1464.08,0.15,Credit Card,2488.94,360.05
176,3/6/2025,1706,Eric Wright,South,475,Laptop,Electronics,4.00,83.58,0.25,Cash,250.74,36.27
177,5/17/2024,1127,Victoria Thompson,South,351,Laptop,Accessories,1.00,1051.44,0.2,Bank Transfer,841.15,121.68
178,12/13/2024,1686,Justin Payne,South,402,Laptop,Electronics,2.00,292.32,0.04,PayPal,561.25,81.19
179,6/1/2024,1878,William Martin,North,418,Laptop,Electronics,3.00,1375.86,0.11,PayPal,3673.55,531.42
180,9/8/2023,1150,Samantha Brown,East,458,Keyboard,Electronics,2.00,1450.16,0.07,PayPal,2697.30,390.19
181,10/9/2023,1314,Kelly Davidson,North,478,Monitor,Accessories,5.00,624.54,0.03,Cash,3029.02,438.18
182,7/4/2024,1543,Tamara Turner,South,351,Keyboard,Accessories,5.00,1211.46,0.2,Credit Card,4845.84,701.01
183,7/7/2023,1138,Abigail Graham,West,300,Monitor,Electronics,4.00,348.82,0.04,Credit Card,1339.47,193.77
184,12/26/2023,1049,Brittany Washington DVM,East,300,Smartphone,Electronics,2.00,1342.54,0.28,Bank Transfer,1933.26,279.67
185,10/1/2023,1313,George Chapman,West,384,Laptop,Electronics,1.00,116.43,0.27,PayPal,84.99,12.30
186,7/17/2023,1392,Juan Martinez,North,244,Headphones,Electronics,1.00,946.59,0.2,PayPal,757.27,109.55
187,9/8/2024,1643,Kaitlin Francis,West,399,Monitor,Electronics,3.00,528.35,0.25,Cash,1188.79,171.97
188,6/6/2023,1025,Meredith Torres,South,364,Laptop,Accessories,4.00,811.49,0.07,Bank Transfer,3018.74,436.70
189,8/11/2024,1539,Jessica Welch,South,457,Monitor,Electronics,3.00,409.33,0.2,PayPal,982.39,142.11
190,5/23/2023,1400,Daniel Carpenter,South,410,Laptop,Accessories,4.00,1023.69,0.22,Bank Transfer,3193.91,462.04
191,8/22/2023,1868,Kristina Daniels,East,209,Headphones,Accessories,3.00,997.15,0.17,Cash,2482.90,359.18
192,8/27/2024,1876,William Richmond,East,293,Keyboard,Electronics,3.00,947.78,0.12,PayPal,2502.14,361.96
193,1/7/2025,1677,Robert Glenn,South,441,Monitor,Electronics,5.00,1080.48,0.14,Bank Transfer,4646.06,672.11
194,12/7/2023,1662,Mr. Brian Wilson,North,327,Headphones,Electronics,3.00,444.00,0.21,Credit Card,1052.28,152.22
195,10/3/2024,1743,Michael Black,West,289,Keyboard,Electronics,1.00,134.49,0.21,Credit Card,106.25,15.37
196,4/16/2024,1872,Kathleen Lowe,West,201,Keyboard,Accessories,4.00,1271.86,0.01,PayPal,5036.57,728.60
197,4/17/2024,1832,Robert Jones,North,470,Tablet,Electronics,1.00,816.89,0.17,Credit Card,678.02,98.08
198,4/15/2024,1018,Charles Lam MD,South,252,Monitor,Accessories,3.00,165.34,0.3,PayPal,347.21,50.23
199,1/4/2024,1262,Margaret Robinson,South,367,Headphones,Electronics,4.00,1249.90,0.12,Bank Transfer,4399.65,636.46
200,11/10/2023,1653,Dana Armstrong,West,281,Headphones,Electronics,2.00,94.13,0.16,Credit Card,158.14,22.88
201,1/18/2025,1934,Chloe Carter,East,456,Tablet,Electronics,2.00,442.93,0.23,PayPal,682.11,98.68
202,5/12/2023,1422,Taylor Wright,North,406,Headphones,Accessories,5.00,1492.68,0.19,Cash,6045.35,874.53
203,8/3/2023,1754,Patricia Lamb,West,401,Laptop,Electronics,5.00,1483.71,0.21,Cash,5860.65,847.81
204,7/1/2024,1913,Rhonda Anderson,West,209,Laptop,Electronics,5.00,312.16,0.09,Credit Card,1420.33,205.47
205,2/25/2024,1969,Christina Davis,West,356,Keyboard,Accessories,2.00,518.50,0.09,PayPal,943.67,136.51
206,5/6/2024,1453,Jamie Moore,West,397,Tablet,Accessories,1.00,1159.85,0.2,Credit Card,927.88,134.23
207,8/27/2023,1231,Aaron Butler,South,377,Monitor,Accessories,4.00,108.19,0.19,Credit Card,350.54,50.71
208,9/9/2023,1944,Joseph Watson,North,423,Smartphone,Electronics,2.00,760.14,0.11,Cash,1353.05,195.73
209,1/9/2025,1941,Holly Smith,East,305,Keyboard,Electronics,4.00,226.53,0.21,PayPal,715.83,103.55
210,3/9/2025,1562,Max Wilson,North,483,Tablet,Accessories,2.00,120.59,0.2,Bank Transfer,192.94,27.91
211,4/13/2023,1640,Matthew Sanchez,North,469,Smartphone,Accessories,1.00,957.30,0.12,Bank Transfer,842.42,121.87
212,4/15/2024,1664,Casey Anderson,East,325,Tablet,Accessories,1.00,274.15,0.13,Credit Card,238.51,34.50
213,1/26/2025,1931,Juan Williams,West,423,Tablet,Electronics,5.00,524.85,0.2,Cash,2099.40,303.70
214,7/19/2024,1849,Jason Ramirez,East,239,Smartphone,Accessories,2.00,516.16,0.28,Credit Card,743.27,107.52
215,8/28/2023,1300,Melissa Fox,East,500,Headphones,Accessories,1.00,210.79,0.19,Bank Transfer,170.74,24.70
216,4/7/2024,1510,Carol Miranda,East,421,Keyboard,Accessories,1.00,1114.08,0.06,PayPal,1047.24,151.49
217,12/8/2023,1298,Crystal Smith,East,228,Keyboard,Accessories,1.00,1310.89,0.29,Bank Transfer,930.73,134.64
218,5/13/2023,1160,Kevin Brown,West,326,Monitor,Accessories,4.00,717.35,0.3,Cash,2008.58,290.56
219,10/26/2024,1693,Samantha Juarez,South,385,Tablet,Electronics,4.00,1334.33,0.28,Credit Card,3842.87,555.91
220,4/12/2023,1065,Lisa Walker,South,360,Laptop,Accessories,3.00,88.40,0.01,PayPal,262.55,37.98
221,6/28/2023,1650,Julie Becker,East,264,Headphones,Accessories,2.00,915.56,0.11,PayPal,1629.70,235.75
222,6/20/2023,1892,Tracey Jackson,South,378,Laptop,Electronics,4.00,747.61,0.12,PayPal,2631.59,380.69
223,10/11/2024,1918,Adriana Matthews,East,338,Laptop,Electronics,2.00,621.47,0.09,Bank Transfer,1131.08,163.62
224,12/6/2024,1471,Robert Burke,East,451,Keyboard,Accessories,1.00,503.07,0.26,Bank Transfer,372.27,53.85
225,2/24/2025,1412,Andrew Ramirez,North,246,Monitor,Accessories,1.00,1043.72,0.15,Credit Card,887.16,128.34
